validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
False,Jimmy Gs Grill,Restaurant,"341 South Central Ave. Canonsburg, PA 15317",http://jimmygsgrill.com/,"Friday Mar 23 from 11:00 AM to 11:45 PM, Friday Feb 23 from 11:00 AM to 11:45 PM, Friday Mar 9 from 11:00 AM to 11:45 PM, Friday Mar 30 from 11:00 AM to 11:45 PM, Wednesday Feb 14 from 11:00 AM to 10:00 PM, Friday Feb 16 from 11:00 AM to 11:45 PM, Friday Mar 16 from 11:00 AM to 11:45 PM, Friday Mar 2 from 11:00 AM to 11:45 PM",,,,,724-745-5666,,,,True,True,True,False,223.0,40.253097,-80.184174
True,"St. Raphael, Morningside/Stanton Heights",Church,"1154 Chislett St. Pittsburgh, PA",http://www.straphaelpgh.org/,"Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM, Friday Mar 30 from 4:30 PM to 7:00 PM",Join us for the Fish Fry!/Begins this week! Every Friday/during Lent (including Good Friday)/from 4:30 p.m.--7 p.m. in the/St. Padre Pio Multi-Purpose Room./Eat in or Take-Out. Proceeds benefit/St. Raphael Elementary School. Please be sure to stop/by our 8th Grade Bake Sale for dessert!/Proceeds benefit their field trip to Cedar Point.,https://www.facebook.com/photo.php?fbid=10215181144472280&set=p.10215181144472280&type=3&theater,,St. Padre Pio Multi Purpose Room,,,False,True,False,False,,True,,40.478645,-79.928966
False,Salem FD-Slickville VFD,Fire Department,"128 Main Street, Slickville, Pa. 15684",https://www.facebook.com/vfd59/,"Friday Mar 23 from 4:00 PM to 8:00 PM, Friday Mar 30 from 4:00 PM to 8:00 PM, Friday Feb 23 from 4:00 PM to 8:00 PM, Friday Mar 2 from 4:00 PM to 8:00 PM, Friday Mar 16 from 4:00 PM to 8:00 PM, Friday Mar 9 from 4:00 PM to 8:00 PM",,,,,724-468-9978,,,True,,False,,False,132.0,40.460437,-79.520653
False,Shelleys Pike Inn Restaurant,Restaurant,"144 W Park Street, Houston, Pennsylvania 15342, United States",,,(test),,"Come try our delicious breaded cod. Fish sandwich alone is $8.99, or get a fish sandwich, french fries, and coleslaw for $10.99.",,xxx-xxx-xxxx,,,,,,,False,,40.223398,-80.218302
False,Nemacolin Fire Department,Fire Department,"200 Roosevelt Ave, Nemacolin Pa 15351",,"Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Mar 16 from 11:00 AM to 6:00 PM, Friday Mar 30 from 11:00 AM to 6:00 PM, Friday Mar 23 from 11:00 AM to 6:00 PM, Friday Feb 16 from 11:00 AM to 6:00 PM, Friday Feb 23 from 11:00 AM to 6:00 PM, Friday Mar 2 from 11:00 AM to 6:00 PM",,,,,724-966-7408,,,True,,True,,False,131.0,39.875755,-79.930817
True,New Jerusalem Holiness Church,Church,"111 Auburn Street, Pittsburgh, Pennsylvania 15206, United States",,,"When: February 9, 16, 23, March 2, 9, 16, 30, April 6, 13, 20, 27/Times: 11am-6pm",,"Fish Sandwich $6.00
Fish Dinner (2 pieces) $9.00
Wing Dinner (5 wings) $9.00
 1/4  Chicken (breast/wing or (thigh/leg) $9.00
Fish & Chicken Combo $12.00
ALL DINNERS COME WITH 2 SIDES, AND DESSERT
Choice of 2 sides: green beans, greens, potato salad, macaroni & cheese, black eyed peas & rice
Dessert: Chocolate cake, lemon cake, pound cake, sweet potato pie
Additional sides or dessert $1.50
",Where: Fellowship Hall. Use parking lot entrance on Larimer Avenue/,(412) 441-9495,,,True,,True,,True,,40.463718,-79.916209
True,"Immaculate Conception, Washington",Church,"119 W. Chestnut St., Washington, PA",www.icwashpa.net,"Wednesday Feb 14 from 11:00 AM to 7:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM","Ash Wednesday and Fridays of Lent, including Good Friday, 11 a.m.-7 p.m.",,"Menu features fried and baked fish sandwiches and dinners, fish tacos, clam chowder, macaroni and cheese, shrimp, pizza, pierogies, cabbage and noodles, desserts and drinks. Cost is $9 for dinner, $7 for sandwich.",,724-222- 9737,,,True,False,True,,True,,40.172023,-80.248403
True,Wilpen VFD,Fire Department,"379 Wilpen Rd., Ligonier, PA",https://www.facebook.com/Wilpen-VFD-165522976986550/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",4-7 every Friday of Lent,,*Fish sandwiches *Baked fish *Homemade Haluski *Pierogies *Macaroni and Cheese *Desserts,,724-238-7221,,,True,,False,,True,,40.281313,-79.195428
False,Hempfield #2 VFD,Fire Department,"421 Thornton, Greensburg, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,149.0,40.293724,-79.529453
True,"St. Thomas A Becket, Jefferson Hills",Church,"139 Gill Hall Road Pittsburgh, PA",http://saintthomasabecket.com,"Friday Feb 16 from 11:00 AM to 1:00 PM, Friday Feb 16 from 3:30 PM to 7:00 PM, Friday Feb 23 from 11:00 AM to 1:00 PM, Friday Feb 23 from 3:30 PM to 7:00 PM, Friday Mar 2 from 11:00 AM to 1:00 PM, Friday Mar 2 from 3:30 PM to 7:00 PM, Friday Mar 9 from 11:00 AM to 1:00 PM, Friday Mar 9 from 3:30 PM to 7:00 PM, Friday Mar 16 from 11:00 AM to 1:00 PM, Friday Mar 16 from 3:30 PM to 7:00 PM, Friday Mar 23 from 11:00 AM to 1:00 PM, Friday Mar 23 from 3:30 PM to 7:00 PM, Friday Mar 30 from 11:00 AM to 1:00 PM, Friday Mar 30 from 3:30 PM to 7:00 PM",Pierogies available as a dinner special on Good Friday. /Lunch is takeout-only./Takeout available; call 412-655-9966,http://saintthomasabecket.com/2017FishFrymenu.pdf,"baked or fried fish dinner, $10; fried shrimp dinner, $10, combo dinner platter (fried fish and fried shrimp), $11; tuna melt sandwich with french fries and beverage, $7. Fish dinners include beverage, cole slaw or applesauce, and choice of one side (haluski, homemade macaroni and cheese, french fries, baked potato, vegetable). A variety of a la carte items available. Homemade crab cakes featured March 2 and 23, with pierogies March 30.",,412-655-2885,,,True,False,True,True,True,,40.316059,-79.964112
True,Skyview VFC,Fire Department,"660 Noble Dr., West Mifflin, PA",http://skyview4.com/custom.html?id=17408,"Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM, Wednesday Feb 14 from 11:00 AM to 7:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM","11-7; Ash Wednesday and Fridays of Lent. Delivery available, $20 minimum",,"FISH SANDWICH          $7.50
FISH DINNER                $9.00
EXTRA BUN                 $1.00
BAKED FISH      $7.50
BAKED FISH DINNER       $9.00
 
SHRIMP BASKET           $7.00
SHRIMP DINNER           $8.50
 
GRILLED CHEESE SANDWICH       $3.00
GRILLED CHEESE w/FRIES             $4.25
 
DEVILED CRAB               $2.75
CRAB CAKE                     $3.25
CRAB CAKE DINNER     $7.50
 
MACARONI & CHEESE      $3.75
HALUSKI                              $3.75
FRENCH FRIES                    $3.25
CHEESE SAUCE                 $1.00
COLE SLAW (includes two)   $2.75
COFFEE   $1.00
20oz BOTTLES of  POP $1.75",,412-461-9553 ,,,,False,True,,True,,40.360804,-79.929583
True,"St. Thomas, Jefferson",Church,"1340 Jefferson Rd, Jefferson, Pennsylvania 15344, United States",,"Friday Feb 16 from 12:00 PM to 6:00 PM, Friday Feb 23 from 12:00 PM to 6:00 PM, Friday Mar 2 from 12:00 PM to 6:00 PM, Friday Mar 9 from 12:00 PM to 6:00 PM, Friday Mar 16 from 12:00 PM to 6:00 PM, Friday Mar 23 from 12:00 PM to 6:00 PM, Friday Mar 30 from 12:00 PM to 6:00 PM","Fridays of Lent, including Good Friday, noon-3 p.m. (lunch, takeout only), 3:30-6 p.m. (dinner)",,"Menu includes fried and baked cod dinners, and shrimp dinner. A la carte menu includes macaroni and cheese, baked potato, shrimp, cole slaw, desserts, haluski and french fries. Cost is $9-$9.50 for adult dinner, $6.50 for sandwich. ",St. Marcellus Hall,724-883-2445,,,True,,True,True,True,,39.93486,-80.051713
True,Mount St. Peter (BYOB),Church,"100 Freeport Road, New Kensington, PA",https://www.facebook.com/MSPParish/,"Wednesday Feb 14 from 11:00 AM to 6:00 PM, Friday Feb 16 from 11:00 AM to 6:00 PM, Friday Feb 23 from 11:00 AM to 6:00 PM, Friday Mar 2 from 11:00 AM to 6:00 PM, Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Mar 16 from 11:00 AM to 6:00 PM, Friday Mar 23 from 11:00 AM to 6:00 PM",Ash Wednesday & every Friday throughout Lent except Good Friday/Times: 11 a.m. - 6 p.m./Credit/debit cards accepted. /,https://www.facebook.com/MSPParish/photos/pcb.1977790839105199/1977790629105220/?type=3&theater,"Hand breaded Fish Dinner (baked or fried) with side order of steak fries, cole slaw and bun ($10.00)
Fish sandwich (hand breaded - baked or fried, bun) ($8.75)
Fried Shrimp and Steak Fries Basket (10 pieces with cole slaw) ($10)
Linguine with marinara sauce and roll ($8.25)
Pasta Aglio e Oglio (garlic and oil) and roll ($8.25)
Side of Linguine with Marinara Sauce ($4.25)
Side of pasta aglio e oglio ($4.25)
Side of Fried Shrimp (5 pieces) ($4.25)
Homemade Mac n cheese ($4.25)
Pasta Fagiole (individual $3.75, quart $6.75)
Steak Fries ($3.50)
Dessert ($2)
Cole Slaw ($1)
Pop/water ($1)
Hand breaded Fish Sandwich (baked or fried), with bun ($8.75)
Fried Shrimp & Steak Fries Basket (10 pieces shrimp with cole slaw) ($10.00)
Linguine with homemade Marinara Sauce ($8.25)
Pasta Aglio e Oglio (galic & oil sauce) ($8.25)
Side of Linguine with Marinara sauce ($4.25)
Side of Pasta Aglio e Oglio ($ 4.25)
Side of Fried Shrimp (5 pieces) ($ 4.25)
Homemade Macaroni & Cheese ($4.25)
Pasta Fagioli (Italian bean & pasta soup) (Individual serving $3.75, Quart $ 6.75)
Steak Fries ($ 3.50)
Homemade Desserts ($2.00)
Cole Slaw ($ 1.50)
Pop/Water ($1.00)
",Marble Hall- back parking lot of the church,724-335-1458,,,True,,True,True,True,,40.563602,-79.761143
True,American Serbian Club,Community Organization,"2524 Sarah St., Pittsburgh, PA 15203",https://www.facebook.com/americanserbianclubPittsburgh/,"Wednesday Feb 14 from 11:00 AM to 2:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM",,,,Events benefit Holy Trinity.,412-431-9351,,,True,True,True,,True,,40.426471,-79.969302
True,"St. James, Sewickley",Church,"200 Walnut St. Sewickley, Pa. 15143",www.saintjames-church.com,"Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM, Friday Mar 30 from 4:30 PM to 7:00 PM","Major credit cards accepted. Also, raffle for $1 each chance that will be chosen Good Friday. Prizes include ""Everything Pennsylvania"" gift basket, autographed and framed Steelers jerseys from Terry Bradshaw, Lynn Swann and Joe Green, and more. Also featuring 50/50 raffle.",,"Dinners include dinner roll and choice of two sides, plus choice of tea, coffee and lemonade for dine-in customers: fried fish plate, $11; Boston baked cod plate, $13; shrimp plate, $13; Atlantic salmon plate, $13. Choice of two sides: french fries, cole slaw, macaroni and cheese, green beans, carrots, haluski and applesauce. Customers receive free giveaway chance for each plate purchased. Family meal for takeout is $39, and includes four pieces of fried fish, with rolls and two family-size side dishes. Kids' menu has fish nuggets or pasta with sauce and one small side for $5. New this year, shrimp or fish nuggets and french fries basket for $10. A la carte menu: fish sandwich only, $8; pizza, $2 per slice; homemade soup, $2; pierogies, $5; linguini, $5; homemade desserts, $1; plus additional sides for $2 each. Beer and wine available for dine-in customers at additional cost. ",school cafeteria,"412-741-5540, press 2",,,True,True,False,True,True,,40.538575,-80.182422
True,"Resurrection, Brookline",Church,"1100 Creedmoor Avenue, Pittsburgh, Pennsylvania 15226, United States",www.facebook.com/Ressifishfry,"Wednesday Feb 14 from 11:00 AM to 1:30 PM, Friday Feb 16 from 11:00 AM to 1:30 PM, Friday Feb 23 from 11:00 AM to 1:30 PM, Friday Mar 2 from 11:00 AM to 1:30 PM, Friday Mar 9 from 11:00 AM to 1:30 PM, Friday Mar 16 from 11:00 AM to 1:30 PM, Friday Mar 23 from 11:00 AM to 1:30 PM, Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM",not handicap accessible,,"Dinner includes generous portions of hand beer-battered fish on fresh Breadworks bun, or baked fish, with choice of homemade macaroni and cheese or french fries, choice of cole slaw or apple sauce, and veggie or stewed tomatoes. Also featuring homemade desserts, coffee, tea or iced tea. A la carte menu includes homemade pierogies, homemade haluski and cheese pizza. Cost: $12 adult dinner; $8 child; $8 sandwich. ",in parish's garden room behind church on Chelton Avenue (church and parking lot at 1100 Creedmoor Ave.)... not handicap accessible,412-563-4400,,True,True,,True,False,True,,40.391031,-80.015635
True,St. Mary Our Lady of Guadalupe Parish,Church,"101 West High Street, Kittanning, Pennsylvania 16201, United States",http://stmarykittanning.org/Pages/default.aspx,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM",When: All Fridays of Lent except Good Friday/Times: 4:00 to 7:00 pm/Designated take-out area for quick service!/,http://stmarykittanning.org/Documents/Lenten%20Fish%20Dinners%20Flyer%202018%20-%20final.pdf,"Fried or baked fish, or fried shrimp choice of fries, baked potato or homemade mac & cheese choice of cole slaw or applesauce price includes beverage and dessert",Parish hall,,,,True,,False,,True,,40.81781,-79.524888
True,Oakmont Elks,Community Organization,"106 Washington Ave., Oakmont, PA",https://www.elks.org/lodges/lodgefacilities.cfm?LodgeNumber=1668,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM",Seating and pickup 11am-7pm,,"Fish Dinner (baked or fried) $9; Shrimp Dinner $10. Dinners include fries and coleslaw. Sides $2: Mac & Cheese, Haluski.",Dinner in the main dining room.,412-828-1668,,,True,True,True,True,True,,40.516208,-79.847427
True,"St. Alphonsus, West Sunbury - Feb 16 and March 23 only",Church,"202 E State St, West Sunbury, Pennsylvania 16061, United States",,"Friday Feb 16 from 4:00 PM to 6:00 PM, Friday Mar 23 from 4:00 PM to 6:00 PM","Fridays, Feb. 16 and March 23, 4-6 p.m.",,"Menu includes baked or fried fish, choice of side (scalloped potatoes, french fries, macaroni and cheese), green beans, cole slaw, dessert and beverage. Dinners are $10 for adults, $5 for child. ",parish hall,724-476-1476,,,True,,False,True,True,,41.005222,-79.898134
True,Muse Italian Club,Community Organization,"283 Muse-Bishop Road, Muse, PA",https://www.facebook.com/pages/Italian-Independent-Club/115216795168326,,Mon-Sun 7am-10pm,,,,	(724) 745-9878,,,,,,,True,,40.297357,-80.203134
True,"St. Joseph, Verona",Church,"825 Second Street, Verona, Pennsylvania 15147, United States",http://stjosephveronapa.com/event/fish-fry/,"Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM","Dine-in cafeteria or get your meal to go. Delivery is available to parish shut-ins. Orders must be placed on Tuesday for Ash Wednesday and on Thursday for the Friday dinners. To place an order, call 412-795-5114 from noon-2 p.m. to place your order.",http://stjosephveronapa.com/wp-content/uploads/2018/01/2018_fish_fry.pdf,"Regular Fish Dinner, $10.00 ($9.00 for seniors). Regular Shrimp Dinner, $10.00 ($9.00 for seniors). See menu link for dinner descriptions and an extensive list of Ala Carte items.",,412-795-5114,joevchurch@verizon.net,,,False,False,False,True,,40.506643,-79.835611
False,St. Jude Catholic Church,Church,"710 Jefferson Ave., Glen Dale, WV",,"Friday Mar 16 from 11:00 AM to 6:00 PM, Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Mar 23 from 11:00 AM to 6:00 PM, Friday Mar 30 from 11:00 AM to 6:00 PM",,,,,304-845-2646,,,True,,True,,False,320.0,39.917986,-80.742926
True,Trinity United Christian Church,Church,"3400 Garvers Ferry Rd., Lower Burrell, PA",http://www.trinitychurchlb.net/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 6:00 PM",Dates & Times: Fridays starting 2/16/18 to 3/23/18 - 4:00pm - 7:00pm; Good Friday (3/30/18) 3:00 pm - 6:00pm,,"Battered cod sandwich $9.00
Battered cod (on a plate) $8.50
Baked lemon-pepper cod $8.50
Fresh-cut french fries $1.50
Creamy mac and cheese $1.50
Haluski (cabbage and noodles) $1.50
Cole slaw $1.50
Homemade broccoli & cheese soup $1.50
Add: American cheese (2 slices) $0.50
Add: Cheddar cheese sauce (4 oz. Cup) $0.50
Free Items
Dill Pickles
Mild Peppers
Ketchup
Tarter Sauce
Coctail Sauce
Hot Sauce
",Cafeteria/social hall,724-230-0866,,False,True,False,False,,True,,40.603583,-79.709254
True,"Most Holy Trinity, Huntingdon",Church,"524 Mifflin Street, Huntingdon, Pennsylvania 16652, United States",http://www.mhtcc.org/,"Friday Feb 16 from 4:00 PM to 6:30 PM, Friday Feb 23 from 4:00 PM to 6:30 PM, Friday Mar 2 from 4:00 PM to 6:30 PM, Friday Mar 9 from 4:00 PM to 6:30 PM, Friday Mar 16 from 4:00 PM to 6:30 PM, Friday Mar 23 from 4:00 PM to 6:30 PM",,,"Baked or Fried Fish Meal $9.50

       (includes cole slaw or applesauce, mac-n-cheese, roll, stewed tomatoes, homemade dessert). Drinks included in Dine-In Only.

""NEW THIS YEAR"" - Cheese Pizza Slice $4.00

       Includes Cole Slaw or Applesauce and Homemade Dessert",, 814-643-0160 ,,,,,False,,True,,40.486385,-78.012017
True,"St. Benedict the Abbot, Peters Township",Church," 120 Abington Dr, McMurray, PA 15317",www.sbapeters.org,"Friday Feb 16 from 11:00 AM to 1:00 PM, Friday Feb 16 from 4:00 PM to 7:30 PM, Friday Feb 23 from 11:00 AM to 1:00 PM, Friday Feb 23 from 4:00 PM to 7:30 PM, Friday Mar 2 from 11:00 AM to 1:00 PM, Friday Mar 2 from 4:00 PM to 7:30 PM, Friday Mar 9 from 11:00 AM to 1:00 PM, Friday Mar 9 from 4:00 PM to 7:30 PM, Friday Mar 16 from 11:00 AM to 1:00 PM, Friday Mar 16 from 4:00 PM to 7:30 PM, Friday Mar 23 from 11:00 AM to 1:00 PM, Friday Mar 23 from 4:00 PM to 7:30 PM","Fridays of Lent, except Good Friday, 11 a.m.-1 p.m. (lunch), 4-7:30 p.m. (dinner). ",,"Lunch menu includes fried fish basket with french fries and cole slaw, macaroni and cheese and pizza. Dinner menu includes fried and baked fish, fried shrimp, fish tacos and pasta with marinara sauce. Weekly soup provided by Jackson's Restaurant at the Hilton Garden Inn at Southpointe. ",,724-941-9406,,,True,,True,True,True,,40.283122,-80.08578
True,Good Samaritan Parish,Church,"8th and Melrose, Ambridge, PA",http://www.goodsam1.org,"Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM","Delivery available to Ambridge local area. $20.00 minimum, please call 30 minutes ahead to order. ",http://www.goodsam1.org/documents/FishFry2018.pdf,"Menu features fried and baked fish, french fries, macaroni and cheese, haluski, shrimp and crab cakes.",Jericho Hall,724-266-6010 ,Office@goodsam1.org,True,True,False,True,True,True,,40.589161,-80.228207
True,Robert Wholey & Co Inc,Market,"1711 Penn Avenue, Pittsburgh, PA",https://wholey.com/kitchen-menu/,"Wednesday Feb 14 from 8:00 AM to 6:00 PM, Friday Feb 16 from 8:00 AM to 6:00 PM, Friday Feb 23 from 8:00 AM to 6:00 PM, Friday Mar 2 from 8:00 AM to 6:00 PM, Friday Mar 9 from 8:00 AM to 6:00 PM, Friday Mar 16 from 8:00 AM to 6:00 PM, Friday Mar 23 from 8:00 AM to 6:00 PM, Friday Mar 30 from 8:00 AM to 6:00 PM",,https://wholey.com/kitchen-menu/,,,412-391-3737,,True,True,False,True,,True,,40.450032,-79.98599
True,"Holy Apostles Parish at St. Albert the Great, Baldwin",Church,3198 Schieck St,http://holyapostlesparish.org/,"Wednesday Feb 14 from 11:00 AM to 3:00 PM, Wednesday Feb 14 from 3:00 PM to 7:00 PM, Friday Feb 16 from 11:00 AM to 2:00 PM, Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 11:00 AM to 2:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 11:00 AM to 2:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 9 from 11:00 AM to 2:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 16 from 11:00 AM to 2:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 11:00 AM to 2:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 30 from 11:00 AM to 2:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM",Credit cards and checks welcome.,http://holyapostlesparish.org/wp-content/uploads/2018/02/fish-fry-menu-2018.pub_.pdf,"Panko breaded Icelandic Cod fried fish sandwich $6.00
* Panko breaded Icelandic Cod fried fish on a dish $6.00
Orange juice and herb baked Icelandic Cod fish $6.00
(Gluten free available)
Breaded Shrimp (8 per order) $6.00
Maryland Crab Cakes (2 per order) $6.00
Potato and cheese Pierogis (6 per order) $6.00
* Tuna salad croissant w/ lettuce and tomato $4.00
Cheese Pizza...$2.00
Fried Wheel of Provolone Cheese with marinara $4.00
* SOUP: $4.00 (12 oz.)
New England Clam Chowder
NEW Soup du Jour (weekly)
 ALL SIDES: $2.00
* French Fries...* Coleslaw... * Haluski...
* Stewed Tomatoes...* Side salad...Macaroni and Cheese
Potato Pancakes (2 per order) Potato Pierogi (2 per order)
Assorted Desserts...$1.00
DONUTS: Fresh made... .75C/ each; $7.50/dozen... (plain, iced, sugar, jimmies)
Beverages:  Soda/Bottled water...$1.00 .... Beer...$2.00 Coffee/Tea ... Free",All items are a la carte. Food is brought to your table after ordering. Seating available in upper hall. ,412-440-0221,,True,True,True,True,True,True,,40.386655,-79.961613
False,Brown Chapel AME Church,Church,"1400 Boyle St. Pittsburgh, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,170.0,40.457463,-80.006315
False,Sciullo's 910 Deli and Catering,Resturant,"4358 Gibsonia Road, Gibsonia, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,72.0,40.621799,-79.920841
True,Rennerdale VFD,Fire Department,"30 Suburban Ave., Rennerdale, PA 15106",http://www.rennerdalevfd.com,"Friday Feb 16 from 4:30 PM to 7:00 PM, Friday Feb 23 from 4:30 PM to 7:00 PM, Friday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 9 from 4:30 PM to 7:00 PM, Friday Mar 16 from 4:30 PM to 7:00 PM, Friday Mar 23 from 4:30 PM to 7:00 PM","Friday February 16, 23 March 2, 9, 16, 23/4:30pm to 7:00pm/http://www.rennerdalevfd.com/teams/default.asp?u=RENNERDALEVFD&s=htosports&p=custom&pagename=Fish+Fry",,"All dinners come with two (2) sides and one (1) drink
1 - Shrimp Dinner - $12.00
2 - Baked Cod Fish Dinner - $10.00
3 - Breaded Cod Fish Sandwich Dinner - $10.00
4 - Kids Chicken Plank Dinner - $ 6.00
Breaded Fish Sandwich / Breaded or Baked Fish on a Dish - No Sides - $ 7.00
Sides
Halushki - $ 4.00
French Fry's - $ 4.00
Mac & Cheese - $ 4.00
Steamed Vegetables - $ 4.00
Stewed Tomato's - $ 4.00
Cole Slaw - $ 4.00
Deserts, Beverages - $1.00
New Online Order and Drive Up Take Out Service
",,412-276-9652,,False,True,False,False,,True,,40.397699,-80.142647
True,St. Mary's Anglican Church,Church,"509 Sixth Street, Charleroi, Pennsylvania 15022, United States",,"Friday Feb 16 from 11:00 AM to 6:00 PM, Friday Feb 23 from 11:00 AM to 6:00 PM, Friday Mar 2 from 11:00 AM to 6:00 PM, Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Mar 16 from 11:00 AM to 6:00 PM, Friday Mar 23 from 11:00 AM to 6:00 PM",When: every Friday throughout Lent except Good Friday/Times: 11 a.m. - 6 p.m.,,"Fish OR Crab Cake Dinner with Cole Slaw, Hushpuppies and choice of Fries/Halushki/Mac & Cheese $12.00; Fish Sandwich $10.00; Crab Cake Sandwich $6.00; Halushki $5.00; Mac & Cheese $4.00 (1/2 Qt.) or $7.00 (1 Qt.); Pierogies (7) with Butter & Onions $6.00; Fries $2.00; Hushpuppies (5) $1.50; Kid's Fish Stick Dinner with Fries or Mac & Cheese $4.00; Soda or Bottled Water $1.00
",social hall,(724) 483-4072,,,True,,True,,True,,40.137828,-79.900993
